"seqid","strand","gene_name","gene_id","event_type","ref_exon_start","ref_exon_end","start","end","is_intron","other_exon_start","other_exon_end","is_denovo","ref_exon_denovo","other_exon_denovo","event_denovo","dpsi_mean","dpsi_std","probability_changing","probability_nonchanging","control_raw_psi_mean","control_raw_psi_std","control_bootstrap_psi_std","control_raw_coverage","infected_raw_psi_mean","infected_raw_psi_std","infected_bootstrap_psi_std","infected_raw_coverage"
"chr21","+","IFNGR2","ENSG00000159128.16","s",33432714,33432871,33432871,33436828,"False",33436828,33437521,"False","False","False","False",0.0013,0.0159,9.288e-08,0.9991,0.9878,0.0169,0.0182,40,0.9938,0.0088,0.009,79
"chr21","+","IFNGR2","ENSG00000159128.16","s",33432714,33432871,33432871,33478798,"False",33478798,33479348,"False","False","False","False",-0.0013,0.0159,6.03e-08,0.9991,0.0122,0.0169,0.0182,0,0.0062,0.0088,0.009,0
"chr21","-","GART","ENSG00000159131.17","s",33528515,33528764,33528335,33528519,"False",33528167,33528335,"False","False","False","False",-0.0103,0.024,7.037e-05,0.9684,0.9604,0.0313,0.0386,36,0.9138,0.033,0.0421,65
"chr21","-","GART","ENSG00000159131.17","s",33528515,33528764,33528335,33528515,"False",33528167,33528335,"False","False","False","False",0.0039,0.0178,5.763e-08,0.9961,0.0088,0.015,0.0155,0,0.0186,0.0159,0.023,1
"chr21","-","GART","ENSG00000159131.17","s",33528515,33528764,33528336,33528514,"True",33528167,33528335,"False","False","False","False",0.0089,0.0225,1.03e-05,0.979,0.0308,0.0277,0.0354,0.8333,0.0676,0.0295,0.0366,4.5
"chr21","-","GART","ENSG00000159131.17","t",33539171,33539356,33539356,33543220,"False",33543220,33543491,"False","False","False","False",-2e-04,0.0147,7.89e-09,0.9999,0.0028,0.0079,0.0082,0,0.0019,0.0054,0.0056,0
"chr21","-","GART","ENSG00000159131.17","t",33539171,33539356,33539356,33542660,"False",33542548,33542892,"False","False","False","False",0.0034,0.0166,6.747e-08,0.9979,0.0028,0.0079,0.0082,0,0.0173,0.0161,0.0206,1
"chr21","-","GART","ENSG00000159131.17","t",33539171,33539356,33539356,33542591,"False",33542548,33542892,"False","False","False","False",-2e-04,0.0147,7.89e-09,0.9999,0.0028,0.0079,0.0082,0,0.0019,0.0054,0.0056,0
"chr21","-","GART","ENSG00000159131.17","t",33539171,33539356,33539356,33542065,"False",33542065,33542363,"False","False","False","False",-0.0109,0.0217,9.449e-06,0.9772,0.9801,0.0208,0.0217,43,0.9404,0.0291,0.0383,61
"chr21","-","GART","ENSG00000159131.17","t",33539171,33539356,33539323,33542660,"False",33542548,33542892,"False","False","False","False",-2e-04,0.0147,7.89e-09,0.9999,0.0028,0.0079,0.0082,0,0.0019,0.0054,0.0056,0
"chr21","-","GART","ENSG00000159131.17","t",33539171,33539356,33539323,33542587,"False",33542548,33542892,"False","False","False","False",-2e-04,0.0147,7.89e-09,0.9999,0.0028,0.0079,0.0082,0,0.0019,0.0054,0.0056,0
"chr21","-","GART","ENSG00000159131.17","t",33539171,33539356,33539323,33542548,"False",33542548,33542892,"False","False","False","False",-2e-04,0.0147,7.89e-09,0.9999,0.0028,0.0079,0.0082,0,0.0019,0.0054,0.0056,0
"chr21","-","GART","ENSG00000159131.17","t",33539171,33539356,33539323,33542065,"False",33542065,33542363,"False","False","False","False",0.0076,0.0183,2.97e-07,0.9922,0.0028,0.0079,0.0082,0,0.0327,0.0219,0.0287,2
"chr21","+","SON","ENSG00000159140.23","s",33568971,33569283,33569087,33569576,"False",33569576,33569930,"False","False","False","False",-9e-04,0.0153,4.203e-07,0.9994,0.0086,0.0169,0.0177,0,0.0031,0.0062,0.0062,0
"chr21","+","SON","ENSG00000159140.23","s",33568971,33569283,33569087,33571751,"False",33571735,33571788,"False","False","False","False",-9e-04,0.0153,4.203e-07,0.9994,0.0086,0.0169,0.0177,0,0.0031,0.0062,0.0062,0
"chr21","+","SON","ENSG00000159140.23","s",33568971,33569283,33569087,33572551,"False",33572213,33572630,"False","False","False","False",-0.0136,0.0356,0.007312,0.9441,0.1121,0.0576,0.0831,3,0.0406,0.0219,0.0304,3
"chr21","+","SON","ENSG00000159140.23","s",33568971,33569283,33569087,33573308,"False",33573025,33573455,"False","False","False","False",0.0155,0.0393,0.01063,0.9369,0.8707,0.0613,0.0861,25,0.9531,0.0235,0.0315,76
"chr21","+","SON","ENSG00000159140.23","t",33573025,33573455,33569087,33573308,"False",33568971,33569283,"False","False","False","False",0.0034,0.0245,0.0003353,0.9784,0.9107,0.053,0.064,25,0.9444,0.0253,0.0297,76
"chr21","+","SON","ENSG00000159140.23","t",33573025,33573455,33572630,33573308,"False",33572213,33572630,"False","False","False","False",-0.0034,0.0245,0.0003354,0.9784,0.0893,0.053,0.064,2,0.0556,0.0253,0.0297,4
"chr21","-","DONSON","ENSG00000159147.18","t",33577536,33578444,33578444,33581302,"False",33581175,33581500,"False","False","False","False",0,0.0173,1.675e-06,0.9973,0.0161,0.0223,0.0237,0,0.0167,0.023,0.0234,0
"chr21","-","DONSON","ENSG00000159147.18","t",33577536,33578444,33578444,33579350,"False",33579350,33579417,"False","False","False","False",0,0.0173,1.624e-06,0.9973,0.9839,0.0223,0.0237,30,0.9833,0.023,0.0234,29
"chr21","-","ATP5PO","ENSG00000241837.7","s",33903935,33904021,33903656,33903935,"False",33903453,33903656,"False","False","False","False",2e-04,0.0146,4.656e-08,1,0.0028,0.004,0.0041,0,0.006,0.0048,0.0062,1
"chr21","-","ATP5PO","ENSG00000241837.7","s",33903935,33904021,33903639,33903935,"False",33903453,33903656,"False","False","False","False",-2e-04,0.0146,2.963e-08,1,0.9972,0.004,0.0041,177,0.994,0.0048,0.0062,250
"chr21","-","ATP5PO","ENSG00000241837.7","t",33903935,33904021,33904021,33907341,"False",33907341,33907453,"False","False","False","False",8e-04,0.0155,-3.726e-08,0.9999,0.9895,0.0081,0.0104,156,0.9912,0.0053,0.0075,301
"chr21","-","ATP5PO","ENSG00000241837.7","t",33903935,33904021,33904021,33906726,"False",33906726,33906821,"False","False","False","False",-0.001,0.015,1.134e-08,0.9999,0.0084,0.0073,0.0098,1,0.0011,0.0019,0.0019,0
"chr21","-","ATP5PO","ENSG00000241837.7","t",33903935,33904021,33904021,33906449,"False",33906449,33906500,"False","False","False","False",4e-04,0.0147,4.059e-08,1,0.0021,0.0036,0.0037,0,0.0077,0.005,0.0072,2
"chr21","-","ATP5PO","ENSG00000241837.7","s",33907341,33907453,33906821,33907341,"False",33906726,33906821,"False","False","False","False",0,0.0144,6.591e-08,1,0.0013,0.0028,0.0029,0,7e-04,0.0015,0.0015,0
"chr21","-","ATP5PO","ENSG00000241837.7","s",33907341,33907453,33906794,33907341,"False",33906726,33906821,"False","False","False","False",0,0.0144,6.591e-08,1,0.0013,0.0028,0.0029,0,7e-04,0.0015,0.0015,0
"chr21","-","ATP5PO","ENSG00000241837.7","s",33907341,33907453,33906500,33907341,"False",33906449,33906500,"False","False","False","False",0,0.0145,-1.883e-08,1,0.0013,0.0028,0.0029,0,0.0039,0.0036,0.0051,1
"chr21","-","ATP5PO","ENSG00000241837.7","s",33907341,33907453,33904021,33907341,"False",33903935,33904021,"False","False","False","False",-2e-04,0.0148,6.315e-08,1,0.9936,0.0063,0.0065,156,0.99,0.0057,0.0067,301
"chr21","-","ATP5PO","ENSG00000241837.7","s",33907341,33907453,33906822,33907340,"True",33906726,33906821,"False","False","False","False",0,0.0145,7.591e-09,1,0.0025,0.004,0.0042,0.2,0.0048,0.0039,0.004,1.25
"chr21","-","ATP5PO","ENSG00000241837.7","t",33907341,33907453,33907453,33912289,"False",33912289,33912399,"False","False","False","False",-1e-04,0.0145,-7.494e-09,1,0.0032,0.0046,0.0046,0,0.002,0.0029,0.0029,0
"chr21","-","ATP5PO","ENSG00000241837.7","t",33907341,33907453,33907453,33909082,"False",33908814,33909211,"False","False","False","False",1e-04,0.0145,-1.3e-08,1,0.9968,0.0046,0.0046,153,0.998,0.0029,0.0029,246
"chr21","-","ATP5PO","ENSG00000241837.7","s",33912289,33912399,33909211,33912289,"False",33908814,33909211,"False","False","False","False",1e-04,0.0145,-5.347e-08,1,0.9969,0.0044,0.0044,158,0.9982,0.0025,0.0025,284
"chr21","-","ATP5PO","ENSG00000241837.7","s",33912289,33912399,33907453,33912289,"False",33907341,33907453,"False","False","False","False",-1e-04,0.0145,-4.991e-08,1,0.0031,0.0044,0.0044,0,0.0018,0.0025,0.0025,0
"chr21","-","ATP5PO","ENSG00000241837.7","t",33914450,33914500,33914500,33915728,"False",33915728,33915814,"False","False","False","False",0.0037,0.0162,-8.014e-08,0.9992,0.9825,0.0098,0.0133,176,0.9965,0.0035,0.0035,278
"chr21","-","ATP5PO","ENSG00000241837.7","t",33914450,33914500,33914500,33915652,"False",33915136,33915724,"False","False","False","False",-6e-04,0.0148,-5.196e-08,1,0.0067,0.0061,0.0083,1,7e-04,0.0016,0.0016,0
"chr21","-","ATP5PO","ENSG00000241837.7","t",33914450,33914500,33914500,33915384,"False",33915136,33915724,"False","False","False","False",-6e-04,0.0148,-2.933e-08,1,0.0067,0.0061,0.0085,1,7e-04,0.0016,0.0016,0
"chr21","-","ATP5PO","ENSG00000241837.7","t",33914450,33914500,33914500,33915136,"False",33915136,33915724,"False","False","False","False",0,0.0144,1.489e-08,1,0.0011,0.0025,0.0025,0,7e-04,0.0016,0.0016,0
"chr21","-","ATP5PO","ENSG00000241837.7","t",33914450,33914500,33914501,33915135,"True",33915136,33915724,"False","False","False","False",0,0.0145,-4.507e-08,1,0.003,0.0041,0.0042,0.3333,0.0013,0.0022,0.0021,0.1667
"chr21","-","ATP5PO","ENSG00000241837.7","s",33915728,33915814,33914500,33915728,"False",33914450,33914500,"False","False","False","False",0,0.0145,-7.085e-08,1,0.9972,0.004,0.004,176,0.9982,0.0025,0.0025,278
"chr21","-","ATP5PO","ENSG00000241837.7","s",33915728,33915814,33915725,33915727,"True",33915136,33915724,"False","False","False","False",0,0.0145,-6.861e-08,1,0.0028,0.004,0.004,0,0.0018,0.0025,0.0025,0
"chr21","+","MRPS6","ENSG00000243927.6","s",34073549,34073745,34073745,34102835,"False",34102835,34102908,"False","False","False","False",0.0088,0.0205,1.973e-07,0.9872,0.019,0.0153,0.0205,1,0.0407,0.0212,0.0285,3
"chr21","+","MRPS6","ENSG00000243927.6","s",34073549,34073745,34073745,34125341,"False",34125341,34125480,"False","False","False","False",-0.0088,0.0205,2.271e-07,0.9872,0.981,0.0153,0.0205,77,0.9593,0.0212,0.0285,82
"chr21","+","MRPS6","ENSG00000243927.6","t",34125341,34125480,34073745,34125341,"False",34073549,34073745,"False","False","False","False",8e-04,0.019,7.972e-08,0.9962,0.9717,0.0185,0.0212,77,0.9753,0.0168,0.0211,82
"chr21","+","MRPS6","ENSG00000243927.6","t",34125341,34125480,34103519,34125341,"False",34103497,34103519,"False","False","False","False",-3e-04,0.0172,-7.307e-08,0.9977,0.0157,0.0139,0.0172,1,0.0148,0.0131,0.0178,1
"chr21","+","MRPS6","ENSG00000243927.6","t",34125341,34125480,34125141,34125341,"False",34122174,34125141,"False","False","False","False",0,0.0147,-1.196e-08,0.9999,0.0031,0.0062,0.0064,0,0.003,0.0059,0.0059,0
"chr21","+","MRPS6","ENSG00000243927.6","t",34125341,34125480,34125142,34125340,"True",34122174,34125141,"False","False","False","False",0,0.0155,1.469e-09,0.9997,0.0094,0.0108,0.0107,0.5,0.0069,0.009,0.0107,0.3333
"chr21","+","SMIM11","ENSG00000205670.12","s",34379428,34379516,34379516,34385478,"False",34385478,34386633,"False","False","False","False",0.0066,0.0197,6.517e-05,0.9888,0.9545,0.0357,0.0427,31,0.9886,0.0158,0.0156,43
"chr21","+","SMIM11","ENSG00000205670.12","s",34379428,34379516,34379516,34399711,"False",34399711,34400175,"False","False","False","False",-0.0066,0.0197,6.524e-05,0.9888,0.0455,0.0357,0.0427,1,0.0114,0.0158,0.0156,0
"chr21","+","CBR1","ENSG00000159228.13","s",36070950,36071057,36071057,36071194,"False",36071194,36071583,"False","False","False","False",0,0.0144,-6.783e-08,1,0.0013,0.0029,0.0029,0,8e-04,0.0018,0.0018,0
"chr21","+","CBR1","ENSG00000159228.13","s",36070950,36071057,36071057,36071815,"False",36071815,36073166,"False","False","False","False",0,0.0144,-6.783e-08,1,0.0013,0.0029,0.0029,0,8e-04,0.0018,0.0018,0
"chr21","+","CBR1","ENSG00000159228.13","s",36070950,36071057,36071057,36072174,"False",36071815,36073166,"False","False","False","False",0,0.0144,-6.783e-08,1,0.0013,0.0029,0.0029,0,8e-04,0.0018,0.0018,0
"chr21","+","CBR1","ENSG00000159228.13","s",36070950,36071057,36071057,36072446,"False",36071815,36073166,"False","False","False","False",2e-04,0.0157,-1.168e-08,0.9999,0.9885,0.0085,0.0098,154,0.9868,0.0072,0.0083,246
"chr21","+","CBR1","ENSG00000159228.13","s",36070950,36071057,36071058,36071193,"True",36071194,36071583,"False","False","False","False",0,0.0151,-2.749e-08,1,0.0077,0.007,0.0085,1,0.0108,0.0065,0.0077,2.5
"chr21","-","PIGP","ENSG00000185808.14","t",37069267,37069624,37069624,37072434,"False",37072434,37072811,"False","False","False","False",0.0039,0.0287,0.001938,0.966,0.8143,0.0648,0.0876,28,0.8553,0.0563,0.0735,32
"chr21","-","PIGP","ENSG00000185808.14","t",37069267,37069624,37069624,37072145,"False",37072145,37072310,"False","False","False","False",-0.0039,0.0287,0.001938,0.966,0.1857,0.0648,0.0876,6,0.1447,0.0563,0.0735,5
"chr21","-","PIGP","ENSG00000185808.14","s",37072434,37072811,37072310,37072434,"False",37072145,37072310,"False","False","False","False",0.0133,0.0476,0.01707,0.9399,0.1313,0.0579,0.0758,4,0.2033,0.0621,0.0859,8
"chr21","-","PIGP","ENSG00000185808.14","s",37072434,37072811,37069624,37072434,"False",37069267,37069624,"False","False","False","False",-0.0121,0.0458,0.01519,0.9438,0.8586,0.0598,0.0778,28,0.7886,0.063,0.0867,32
"chr21","-","PIGP","ENSG00000185808.14","s",37072434,37072811,37067380,37072434,"False",37067262,37067380,"False","False","False","False",-3e-04,0.016,3.097e-07,0.9989,0.0101,0.0171,0.0179,0,0.0081,0.0139,0.0145,0
"chr21","+","TTC3","ENSG00000182670.14","s",37107738,37108446,37108446,37121237,"False",37121237,37121342,"False","False","False","False",0.0034,0.0183,2.127e-06,0.995,0.0119,0.0201,0.0222,0,0.0267,0.0226,0.0286,1
"chr21","+","TTC3","ENSG00000182670.14","s",37107738,37108446,37108446,37121817,"False",37121817,37121979,"False","False","False","False",-0.0025,0.0198,5.413e-06,0.9928,0.9762,0.0283,0.0315,27,0.9667,0.0251,0.031,48
"chr21","+","TTC3","ENSG00000182670.14","s",37107738,37108446,37108446,37122983,"False",37122983,37123028,"False","False","False","False",-8e-04,0.016,1.141e-06,0.9987,0.0119,0.0201,0.0222,0,0.0067,0.0114,0.0121,0
"chr21","+","TTC3","ENSG00000182670.14","t",37121817,37121979,37108446,37121817,"False",37107738,37108446,"False","False","False","False",0.0013,0.0169,2.206e-06,0.9977,0.9821,0.0246,0.0273,27,0.9898,0.0142,0.0151,48
"chr21","+","TTC3","ENSG00000182670.14","t",37121817,37121979,37121342,37121817,"False",37121237,37121342,"False","False","False","False",-0.0013,0.0169,2.189e-06,0.9977,0.0179,0.0246,0.0273,0,0.0102,0.0142,0.0151,0
"chr21","+","TTC3","ENSG00000182670.14","t",37195675,37196036,37191424,37195675,"False",37191334,37191424,"False","False","False","False",-0.0051,0.0241,0.0002135,0.9773,0.0813,0.0422,0.0543,3,0.0486,0.0307,0.043,2
"chr21","+","TTC3","ENSG00000182670.14","t",37195675,37196036,37192213,37195675,"False",37192112,37192213,"False","False","False","False",0.0049,0.0244,0.0002433,0.9765,0.9106,0.044,0.0561,37,0.9444,0.0327,0.0447,45
"chr21","+","TTC3","ENSG00000182670.14","t",37195675,37196036,37195017,37195675,"False",37194966,37195017,"False","False","False","False",-2e-04,0.0156,1.448e-07,0.9993,0.0081,0.0139,0.0141,0,0.0069,0.0119,0.0124,0
"chr21","+","TTC3","ENSG00000182670.14","s",37197882,37198025,37198016,37200232,"False",37200232,37200324,"False","False","False","False",0.0148,0.0255,0.001899,0.964,0.0104,0.0145,0.0144,0,0.0565,0.0291,0.0432,3
"chr21","+","TTC3","ENSG00000182670.14","s",37197882,37198025,37198025,37200232,"False",37200232,37200324,"False","False","False","False",-0.0148,0.0255,0.001899,0.964,0.9896,0.0145,0.0144,47,0.9435,0.0291,0.0432,58
"chr21","+","ETS2","ENSG00000157557.13","s",38805895,38806120,38806120,38806451,"False",38806451,38806808,"False","False","False","False",-1e-04,0.015,-1.706e-08,0.9998,0.0048,0.0083,0.0088,0,0.0047,0.0081,0.008,0
"chr21","+","ETS2","ENSG00000157557.13","s",38805895,38806120,38806120,38806691,"False",38806451,38806808,"False","False","False","False",0.0026,0.0165,6.991e-08,0.9981,0.0048,0.0083,0.0088,0,0.0188,0.016,0.0196,1
"chr21","+","ETS2","ENSG00000157557.13","s",38805895,38806120,38806120,38810035,"False",38810035,38810106,"False","False","False","False",-0.0028,0.0173,3.866e-08,0.9973,0.9903,0.0117,0.0125,68,0.9765,0.0178,0.0211,69
"chr21","+","ETS2","ENSG00000157557.13","t",38810035,38810106,38805440,38810035,"False",38805183,38805616,"False","False","False","False",-3e-04,0.0174,-2.484e-08,0.9979,0.0164,0.015,0.019,1,0.0162,0.0148,0.0168,1
"chr21","+","ETS2","ENSG00000157557.13","t",38810035,38810106,38806120,38810035,"False",38805895,38806120,"False","False","False","False",0.0027,0.0216,1.36e-05,0.9886,0.9601,0.0231,0.0349,68,0.9606,0.0228,0.0296,69
"chr21","+","ETS2","ENSG00000157557.13","t",38810035,38810106,38806808,38810035,"False",38806451,38806808,"False","False","False","False",-0.0019,0.018,4.246e-07,0.9964,0.0164,0.015,0.0246,1,0.0162,0.0148,0.0201,1
"chr21","+","ETS2","ENSG00000157557.13","t",38810035,38810106,38808263,38810035,"False",38808094,38808263,"False","False","False","False",0,0.0146,1.843e-08,0.9999,0.0023,0.0057,0.006,0,0.0023,0.0056,0.0056,0
"chr21","+","ETS2","ENSG00000157557.13","t",38810035,38810106,38809449,38810035,"False",38809403,38809449,"False","False","False","False",0,0.0146,1.843e-08,0.9999,0.0023,0.0057,0.006,0,0.0023,0.0056,0.0056,0
"chr21","+","ETS2","ENSG00000157557.13","t",38810035,38810106,38809796,38810035,"False",38809636,38809796,"False","False","False","False",0,0.0146,1.843e-08,0.9999,0.0023,0.0057,0.006,0,0.0023,0.0056,0.0056,0
"chr21","+","ETS2","ENSG00000157557.13","s",38819503,38819871,38819766,38821586,"False",38821586,38821704,"False","False","False","False",0.001,0.0164,2.528e-07,0.9986,0.9861,0.0192,0.0206,35,0.9906,0.0132,0.013,52
"chr21","+","ETS2","ENSG00000157557.13","s",38819503,38819871,38819871,38821586,"False",38821586,38821704,"False","False","False","False",-0.001,0.0164,2.932e-07,0.9986,0.0139,0.0192,0.0206,0,0.0094,0.0132,0.013,0
"chr21","-","PSMG1","ENSG00000183527.12","t",39180285,39180436,39180436,39183252,"False",39183064,39183488,"False","False","False","False",0.0184,0.023,0.0001411,0.9479,0.0109,0.0151,0.0164,0,0.0743,0.0303,0.0422,5
"chr21","-","PSMG1","ENSG00000183527.12","t",39180285,39180436,39180436,39181772,"False",39181772,39181878,"False","False","False","False",-0.0184,0.023,0.0001411,0.9479,0.9891,0.0151,0.0164,45,0.9257,0.0303,0.0422,68
"chr21","-","PSMG1","ENSG00000183527.12","s",39183064,39183488,39181878,39183252,"False",39181772,39181878,"False","False","False","False",-0.0057,0.0245,8.217e-05,0.9737,0.9456,0.0321,0.0508,46,0.9187,0.03,0.0423,75
"chr21","-","PSMG1","ENSG00000183527.12","s",39183064,39183488,39180436,39183252,"False",39180285,39180436,"False","False","False","False",0.018,0.0216,3.062e-05,0.956,0.0068,0.0116,0.0128,0,0.065,0.0271,0.0377,5
"chr21","-","PSMG1","ENSG00000183527.12","s",39183064,39183488,39181878,39183064,"False",39181772,39181878,"False","False","False","False",-0.0078,0.0228,0.0003585,0.9785,0.0476,0.0301,0.0496,2,0.0163,0.0139,0.0213,1
"chr21","-","HMGN1","ENSG00000205581.11","t",39345146,39345274,39345274,39348292,"False",39347995,39348339,"False","False","False","False",-4e-04,0.0224,-6.416e-08,0.9871,0.8655,0.0214,0.0294,218,0.8706,0.0165,0.0237,360
"chr21","-","HMGN1","ENSG00000205581.11","t",39345146,39345274,39345274,39347379,"False",39347336,39347483,"False","False","False","False",0.0045,0.0193,9.815e-08,0.9972,0.0286,0.0105,0.0147,7,0.0367,0.0092,0.0145,15
"chr21","-","HMGN1","ENSG00000205581.11","t",39345146,39345274,39345274,39347247,"False",39347114,39347292,"False","False","False","False",-0.0014,0.0165,3.564e-08,0.9997,0.0167,0.008,0.0116,4,0.015,0.006,0.0077,6
"chr21","-","HMGN1","ENSG00000205581.11","t",39345146,39345274,39345274,39345830,"False",39345830,39345958,"False","False","False","False",0.0028,0.0206,-6.311e-08,0.994,0.0603,0.015,0.0204,15,0.0609,0.0117,0.0175,25
"chr21","-","HMGN1","ENSG00000205581.11","t",39345146,39345274,39345275,39345829,"True",39345830,39345958,"False","False","False","False",-0.0074,0.0176,6.133e-09,0.9988,0.029,0.0105,0.0118,7.1,0.0168,0.0063,0.0067,6.7333
"chr21","-","HMGN1","ENSG00000205581.11","s",39347995,39348339,39347952,39348292,"False",39347492,39347952,"False","False","False","False",1e-04,0.0146,4.159e-08,1,0.0048,0.0045,0.0052,1,0.0078,0.0044,0.006,3
"chr21","-","HMGN1","ENSG00000205581.11","s",39347995,39348339,39347483,39348292,"False",39347336,39347483,"False","False","False","False",-0.004,0.0196,-3.809e-08,0.9959,0.0471,0.0137,0.0197,11,0.0403,0.0098,0.0126,16
"chr21","-","HMGN1","ENSG00000205581.11","s",39347995,39348339,39347478,39348292,"False",39347336,39347483,"False","False","False","False",0.0013,0.0152,1.828e-08,1,0.0048,0.0045,0.0057,1,0.0153,0.0061,0.008,6
"chr21","-","HMGN1","ENSG00000205581.11","s",39347995,39348339,39347292,39348292,"False",39347114,39347292,"False","False","False","False",0,0.0145,-3.351e-08,1,6e-04,0.0016,0.0016,0,0.0054,0.0036,0.0049,2
"chr21","-","HMGN1","ENSG00000205581.11","s",39347995,39348339,39345958,39348292,"False",39345830,39345958,"False","False","False","False",3e-04,0.0146,2.553e-08,1,6e-04,0.0016,0.0016,0,0.0078,0.0044,0.0066,3
"chr21","-","HMGN1","ENSG00000205581.11","s",39347995,39348339,39345274,39348292,"False",39345146,39345274,"False","False","False","False",-0.0092,0.0213,-2.688e-08,0.9835,0.9224,0.0174,0.0223,218,0.8992,0.015,0.0191,360
"chr21","-","HMGN1","ENSG00000205581.11","s",39347995,39348339,39347953,39347994,"True",39347492,39347952,"False","False","False","False",0.0018,0.018,-8.924e-09,0.9995,0.0196,0.009,0.0126,4.5,0.0241,0.0077,0.0105,9.5
"chr21","-","HMGN1","ENSG00000205581.11","t",39347995,39348339,39348339,39348545,"False",39348545,39348862,"False","False","False","False",-0.0011,0.015,-2.14e-08,1,0.0102,0.0067,0.009,2,8e-04,0.0015,0.0015,0
"chr21","-","HMGN1","ENSG00000205581.11","t",39347995,39348339,39348339,39348422,"False",39348422,39348451,"False","False","False","False",0.0022,0.0186,3.699e-08,0.9983,0.962,0.0126,0.0148,219,0.9652,0.0092,0.0114,379
"chr21","-","HMGN1","ENSG00000205581.11","t",39347995,39348339,39348340,39348421,"True",39348422,39348451,"False","False","False","False",0.0036,0.0186,4.126e-08,0.9988,0.0278,0.0109,0.0133,6,0.0339,0.0091,0.0113,13
"chr21","-","HMGN1","ENSG00000205581.11","s",39348545,39348862,39348451,39348545,"False",39348422,39348451,"False","False","False","False",-0.0018,0.0185,-3.133e-08,0.9995,0.9767,0.0093,0.0119,258,0.9745,0.0074,0.009,446
"chr21","-","HMGN1","ENSG00000205581.11","s",39348545,39348862,39348339,39348545,"False",39347995,39348339,"False","False","False","False",-6e-04,0.0148,-6.494e-08,1,0.0088,0.0057,0.0077,2,7e-04,0.0013,0.0013,0
"chr21","-","HMGN1","ENSG00000205581.11","s",39348545,39348862,39348452,39348544,"True",39348422,39348451,"False","False","False","False",0.0056,0.0172,-6.315e-08,0.9998,0.0145,0.0073,0.0086,3.5,0.0247,0.0073,0.009,11
"chr21","-","HMGN1","ENSG00000205581.11","t",39348545,39348862,39348577,39349460,"False",39349460,39349647,"False","False","False","False",0,0.0144,-4.573e-08,1,0.0011,0.0019,0.0019,0,7e-04,0.0012,0.0012,0
"chr21","-","HMGN1","ENSG00000205581.11","t",39348545,39348862,39348577,39349291,"False",39349291,39349344,"False","False","False","False",0,0.0144,-4.573e-08,1,0.0011,0.0019,0.0019,0,7e-04,0.0012,0.0012,0
"chr21","-","HMGN1","ENSG00000205581.11","t",39348545,39348862,39348577,39348903,"False",39348903,39349140,"False","False","False","False",0,0.0144,-5.014e-08,1,0.9978,0.0027,0.0027,300,0.9987,0.0016,0.0016,494
"chr21","+","GET1","ENSG00000182093.16","s",39380326,39380486,39380486,39390698,"False",39390698,39390803,"False","False","False","False",0.0033,0.0273,0.001016,0.9677,0.4877,0.0552,0.0755,39,0.5,0.04,0.0537,77
"chr21","+","GET1","ENSG00000182093.16","s",39380326,39380486,39380487,39380486,"True",39380487,39380921,"False","False","False","False",-0.0033,0.0273,0.001016,0.9677,0.5123,0.0552,0.0755,41,0.5,0.04,0.0537,77
"chr21","+","GET1","ENSG00000182093.16","t",39390698,39390803,39377824,39390698,"False",39377698,39377824,"False","False","False","False",-2e-04,0.0146,2.513e-08,0.9999,0.0024,0.0063,0.0067,0,0.0014,0.0037,0.0037,0
"chr21","+","GET1","ENSG00000182093.16","t",39390698,39390803,39379770,39390698,"False",39379539,39379770,"False","False","False","False",-2e-04,0.0146,2.513e-08,0.9999,0.0024,0.0063,0.0067,0,0.0014,0.0037,0.0037,0
"chr21","+","GET1","ENSG00000182093.16","t",39390698,39390803,39380486,39390698,"False",39380326,39380486,"False","False","False","False",0.0263,0.0757,0.05184,0.8986,0.6634,0.061,0.0927,39,0.7563,0.0423,0.0572,77
"chr21","+","GET1","ENSG00000182093.16","t",39390698,39390803,39380556,39390698,"False",39380487,39380921,"False","False","False","False",0.0036,0.0243,2.192e-05,0.9761,0.0363,0.0242,0.0431,2,0.0504,0.0216,0.0338,5
"chr21","+","GET1","ENSG00000182093.16","t",39390698,39390803,39380921,39390698,"False",39380487,39380921,"False","False","False","False",-0.0086,0.0188,1.048e-05,0.9884,0.0363,0.0242,0.034,2,0.0014,0.0037,0.0037,0
"chr21","+","GET1","ENSG00000182093.16","t",39390698,39390803,39386511,39390698,"False",39386093,39386511,"False","False","False","False",-2e-04,0.0146,2.513e-08,0.9999,0.0024,0.0063,0.0067,0,0.0014,0.0037,0.0037,0
"chr21","+","GET1","ENSG00000182093.16","t",39390698,39390803,39387855,39390698,"False",39387765,39387855,"False","False","False","False",-0.0196,0.0635,0.03691,0.9201,0.2567,0.0564,0.0838,15,0.1877,0.0385,0.0566,19
"chr21","-","WDR4","ENSG00000160193.12","t",42876702,42876767,42876767,42879521,"False",42879521,42879568,"False","False","False","False",-3e-04,0.0151,6.914e-08,0.9996,0.0056,0.0122,0.0126,0,0.0036,0.008,0.0084,0
"chr21","-","WDR4","ENSG00000160193.12","t",42876702,42876767,42876767,42879513,"False",42879513,42879515,"False","False","False","False",-3e-04,0.0151,6.914e-08,0.9996,0.0056,0.0122,0.0126,0,0.0036,0.008,0.0084,0
